兵种(刀，枪，骑，谋士，红颜)	技能	类型(1:主动，2：被动)	技能等级	技能战斗力系数	技能效果	技能效果参数	技能目标	效果描述	效果持续回合	技能伤害系数	升级Tips	战斗力附加值
5	3	1	35	256	health	54	1	移除己方全体负面效果，恢复谋略值54%的兵力		0	下一级：恢复效果提高至55%	700
5	3	1	36	260	health	55	1	移除己方全体负面效果，恢复谋略值55%的兵力		0	下一级：恢复效果提高至56%	720
5	3	1	37	264	health	56	1	移除己方全体负面效果，恢复谋略值56%的兵力		0	下一级：恢复效果提高至57%	740
5	3	1	38	268	health	57	1	移除己方全体负面效果，恢复谋略值57%的兵力		0	下一级：恢复效果提高至58%	760
5	3	1	39	272	health	58	1	移除己方全体负面效果，恢复谋略值58%的兵力		0	下一级：恢复效果提高至59%	780
5	3	1	40	276	health	59	1	移除己方全体负面效果，恢复谋略值59%的兵力		0	下一级：恢复效果提高至60%	800
5	3	1	41	280	health	60	1	移除己方全体负面效果，恢复谋略值60%的兵力		0	下一级：恢复效果提高至61%	820
5	3	1	42	284	health	61	1	移除己方全体负面效果，恢复谋略值61%的兵力		0	下一级：恢复效果提高至62%	840
5	3	1	43	288	health	62	1	移除己方全体负面效果，恢复谋略值62%的兵力		0	下一级：恢复效果提高至63%	860
5	3	1	44	292	health	63	1	移除己方全体负面效果，恢复谋略值63%的兵力		0	下一级：恢复效果提高至64%	880
5	3	1	45	296	health	64	1	移除己方全体负面效果，恢复谋略值64%的兵力		0	下一级：恢复效果提高至65%	900
5	3	1	46	300	health	65	1	移除己方全体负面效果，恢复谋略值65%的兵力		0	下一级：恢复效果提高至66%	920
5	3	1	47	304	health	66	1	移除己方全体负面效果，恢复谋略值66%的兵力		0	下一级：恢复效果提高至67%	940
5	3	1	48	308	health	67	1	移除己方全体负面效果，恢复谋略值67%的兵力		0	下一级：恢复效果提高至68%	960
5	3	1	49	312	health	68	1	移除己方全体负面效果，恢复谋略值68%的兵力		0	下一级：恢复效果提高至69%	980
5	3	1	50	316	health	69	1	移除己方全体负面效果，恢复谋略值69%的兵力		0	已升到最高级	1000
5	4	2	1	0	miss	50	0	永久提高红颜50点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜100点闪避	20
5	4	2	2	0	miss	100	0	永久提高红颜100点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜150点闪避	40
5	4	2	3	0	miss	150	0	永久提高红颜150点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜200点闪避	60
5	4	2	4	0	miss	200	0	永久提高红颜200点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜250点闪避	80
5	4	2	5	0	miss	250	0	永久提高红颜250点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜300点闪避	100
5	4	2	6	0	miss	300	0	永久提高红颜300点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜350点闪避	120
5	4	2	7	0	miss	350	0	永久提高红颜350点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜400点闪避	140
5	4	2	8	0	miss	400	0	永久提高红颜400点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜450点闪避	160
5	4	2	9	0	miss	450	0	永久提高红颜450点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜500点闪避	180
5	4	2	10	0	miss	500	0	永久提高红颜500点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜550点闪避	200
5	4	2	11	0	miss	550	0	永久提高红颜550点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜600点闪避	220
5	4	2	12	0	miss	600	0	永久提高红颜600点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜650点闪避	240
5	4	2	13	0	miss	650	0	永久提高红颜650点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜700点闪避	260
5	4	2	14	0	miss	700	0	永久提高红颜700点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜750点闪避	280
5	4	2	15	0	miss	750	0	永久提高红颜750点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜800点闪避	300
5	4	2	16	0	miss	800	0	永久提高红颜800点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜850点闪避	320
5	4	2	17	0	miss	850	0	永久提高红颜850点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜900点闪避	340
5	4	2	18	0	miss	900	0	永久提高红颜900点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜950点闪避	360
5	4	2	19	0	miss	950	0	永久提高红颜950点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1000点闪避	380
5	4	2	20	0	miss	1000	0	永久提高红颜1000点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1050点闪避	400
5	4	2	21	0	miss	1050	0	永久提高红颜1050点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1100点闪避	420
5	4	2	22	0	miss	1100	0	永久提高红颜1100点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1150点闪避	440
5	4	2	23	0	miss	1150	0	永久提高红颜1150点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1200点闪避	460
5	4	2	24	0	miss	1200	0	永久提高红颜1200点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1250点闪避	480
5	4	2	25	0	miss	1250	0	永久提高红颜1250点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1300点闪避	500
5	4	2	26	0	miss	1300	0	永久提高红颜1300点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1350点闪避	520
5	4	2	27	0	miss	1350	0	永久提高红颜1350点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1400点闪避	540
5	4	2	28	0	miss	1400	0	永久提高红颜1400点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1450点闪避	560
5	4	2	29	0	miss	1450	0	永久提高红颜1450点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1500点闪避	580
5	4	2	30	0	miss	1500	0	永久提高红颜1500点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1550点闪避	600
5	4	2	31	0	miss	1550	0	永久提高红颜1550点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1600点闪避	620
5	4	2	32	0	miss	1600	0	永久提高红颜1600点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1650点闪避	640
5	4	2	33	0	miss	1650	0	永久提高红颜1650点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1700点闪避	660
5	4	2	34	0	miss	1700	0	永久提高红颜1700点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1750点闪避	680
5	4	2	35	0	miss	1750	0	永久提高红颜1750点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1800点闪避	700
5	4	2	36	0	miss	1800	0	永久提高红颜1800点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1850点闪避	720
5	4	2	37	0	miss	1850	0	永久提高红颜1850点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1900点闪避	740
5	4	2	38	0	miss	1900	0	永久提高红颜1900点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1950点闪避	760
5	4	2	39	0	miss	1950	0	永久提高红颜1950点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2000点闪避	780
5	4	2	40	0	miss	2000	0	永久提高红颜2000点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2050点闪避	800
5	4	2	41	0	miss	2050	0	永久提高红颜2050点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2100点闪避	820
5	4	2	42	0	miss	2100	0	永久提高红颜2100点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2150点闪避	840
5	4	2	43	0	miss	2150	0	永久提高红颜2150点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2200点闪避	860
5	4	2	44	0	miss	2200	0	永久提高红颜2200点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2250点闪避	880
5	4	2	45	0	miss	2250	0	永久提高红颜2250点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2300点闪避	900
5	4	2	46	0	miss	2300	0	永久提高红颜2300点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2350点闪避	920
5	4	2	47	0	miss	2350	0	永久提高红颜2350点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2400点闪避	940
5	4	2	48	0	miss	2400	0	永久提高红颜2400点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜2450点闪避	960
5	4	2	49	0	miss	2450	0	永久提高红颜2450点闪避，闪避可躲避敌人攻击			下一级：永久提高红颜1250点闪避	980
5	4	2	50	0	miss	2500	0	永久提高红颜2500点闪避，闪避可躲避敌人攻击			已升到最高级	1000
5	5	1	1	120	improveatk	100	1	为己方全体上阵武将加成10%攻击，效果持续1回合	1	0	下一级：加成效果提高至10.5%	20
5	5	1	2	124	improveatk	105	1	为己方全体上阵武将加成10.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至11%	40
5	5	1	3	128	improveatk	110	1	为己方全体上阵武将加成11%攻击，效果持续1回合	1	0	下一级：加成效果提高至11.5%	60
5	5	1	4	132	improveatk	115	1	为己方全体上阵武将加成11.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至12%	80
5	5	1	5	136	improveatk	120	1	为己方全体上阵武将加成12%攻击，效果持续1回合	1	0	下一级：加成效果提高至12.5%	100
5	5	1	6	140	improveatk	125	1	为己方全体上阵武将加成12.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至13%	120
5	5	1	7	144	improveatk	130	1	为己方全体上阵武将加成13%攻击，效果持续1回合	1	0	下一级：加成效果提高至13.5%	140
5	5	1	8	148	improveatk	135	1	为己方全体上阵武将加成13.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至14%	160
5	5	1	9	152	improveatk	140	1	为己方全体上阵武将加成14%攻击，效果持续1回合	1	0	下一级：加成效果提高至14.5%	180
5	5	1	10	156	improveatk	145	1	为己方全体上阵武将加成14.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至15%	200
5	5	1	11	160	improveatk	150	1	为己方全体上阵武将加成15%攻击，效果持续1回合	1	0	下一级：加成效果提高至15.5%	220
5	5	1	12	164	improveatk	155	1	为己方全体上阵武将加成15.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至16%	240
5	5	1	13	168	improveatk	160	1	为己方全体上阵武将加成16%攻击，效果持续1回合	1	0	下一级：加成效果提高至16.5%	260
5	5	1	14	172	improveatk	165	1	为己方全体上阵武将加成16.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至17%	280
5	5	1	15	176	improveatk	170	1	为己方全体上阵武将加成17%攻击，效果持续1回合	1	0	下一级：加成效果提高至17.5%	300
5	5	1	16	180	improveatk	175	1	为己方全体上阵武将加成17.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至18%	320
5	5	1	17	184	improveatk	180	1	为己方全体上阵武将加成18%攻击，效果持续1回合	1	0	下一级：加成效果提高至18.5%	340
5	5	1	18	188	improveatk	185	1	为己方全体上阵武将加成18.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至19%	360
5	5	1	19	192	improveatk	190	1	为己方全体上阵武将加成19%攻击，效果持续1回合	1	0	下一级：加成效果提高至19.5%	380
5	5	1	20	196	improveatk	195	1	为己方全体上阵武将加成19.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至20%	400
5	5	1	21	200	improveatk	200	1	为己方全体上阵武将加成20%攻击，效果持续1回合	1	0	下一级：加成效果提高至20.5%	420
5	5	1	22	204	improveatk	205	1	为己方全体上阵武将加成20.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至21%	440
5	5	1	23	208	improveatk	210	1	为己方全体上阵武将加成21%攻击，效果持续1回合	1	0	下一级：加成效果提高至21.5%	460
5	5	1	24	212	improveatk	215	1	为己方全体上阵武将加成21.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至22%	480
5	5	1	25	216	improveatk	220	1	为己方全体上阵武将加成22%攻击，效果持续1回合	1	0	下一级：加成效果提高至22.5%	500
5	5	1	26	220	improveatk	225	1	为己方全体上阵武将加成22.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至23%	520
5	5	1	27	224	improveatk	230	1	为己方全体上阵武将加成23%攻击，效果持续1回合	1	0	下一级：加成效果提高至23.5%	540
5	5	1	28	228	improveatk	235	1	为己方全体上阵武将加成23.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至24%	560
5	5	1	29	232	improveatk	240	1	为己方全体上阵武将加成24%攻击，效果持续1回合	1	0	下一级：加成效果提高至24.5%	580
5	5	1	30	236	improveatk	245	1	为己方全体上阵武将加成24.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至25%	600
5	5	1	31	240	improveatk	250	1	为己方全体上阵武将加成25%攻击，效果持续1回合	1	0	下一级：加成效果提高至25.5%	620
5	5	1	32	244	improveatk	255	1	为己方全体上阵武将加成25.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至26%	640
5	5	1	33	248	improveatk	260	1	为己方全体上阵武将加成26%攻击，效果持续1回合	1	0	下一级：加成效果提高至26.5%	660
5	5	1	34	252	improveatk	265	1	为己方全体上阵武将加成26.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至27%	680
5	5	1	35	256	improveatk	270	1	为己方全体上阵武将加成27%攻击，效果持续1回合	1	0	下一级：加成效果提高至27.5%	700
5	5	1	36	260	improveatk	275	1	为己方全体上阵武将加成27.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至28%	720
5	5	1	37	264	improveatk	280	1	为己方全体上阵武将加成28%攻击，效果持续1回合	1	0	下一级：加成效果提高至28.5%	740
5	5	1	38	268	improveatk	285	1	为己方全体上阵武将加成28.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至29%	760
5	5	1	39	272	improveatk	290	1	为己方全体上阵武将加成29%攻击，效果持续1回合	1	0	下一级：加成效果提高至29.5%	780
5	5	1	40	276	improveatk	295	1	为己方全体上阵武将加成29.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至30%	800
5	5	1	41	280	improveatk	300	1	为己方全体上阵武将加成30%攻击，效果持续1回合	1	0	下一级：加成效果提高至30.5%	820
5	5	1	42	284	improveatk	305	1	为己方全体上阵武将加成30.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至31%	840
5	5	1	43	288	improveatk	310	1	为己方全体上阵武将加成31%攻击，效果持续1回合	1	0	下一级：加成效果提高至31.5%	860
5	5	1	44	292	improveatk	315	1	为己方全体上阵武将加成31.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至32%	880
5	5	1	45	296	improveatk	320	1	为己方全体上阵武将加成32%攻击，效果持续1回合	1	0	下一级：加成效果提高至32.5%	900
5	5	1	46	300	improveatk	325	1	为己方全体上阵武将加成32.5%攻击，效果持续1回合	1	0	下一级：加成效果提高至33%	920
